rid	qln	items
ABIVKBMSIPEDY	10	['B008MF3ZAC']
ABIVKBMSIPEDY	15	['B00FH66AW4']
ABIVKBMSIPEDY	27	['B00H89MLLM', 'B00I58VAZS']
ABIVKBMSIPEDY	31	['B0054U58OY']
ABIVKBMSIPEDY	5	['B00FH669I4']
ABIVKBMSIPEDY	6	['B005RUOUHW', 'B00H2RP6W6']
ABIVKBMSIPEDY	84	['B00FH66AW4']
ABJK9DQG7G7RB	1	['B009N5OX2E', 'B009E5O9UE', 'B00FOXX4G0']
ABJK9DQG7G7RB	11	['B009E5O9UE']
ABJK9DQG7G7RB	15	['B00FHL9CME']
ABJK9DQG7G7RB	21	['B00DG8NUC8']
ABJKB1IEIWKB3	10	['B007Z419BI']
ABJKB1IEIWKB3	27	['B0099RGRT8']
ABJKB1IEIWKB3	5	['B00BFY599C']
ABJKOSVFF7SWI	35	['B007PCU95C']
ABJRV6UDEPUMA	1	['B0054EQQXC']
ABJU3MYLBAJ20	13	['B007KWXHCY']
ABJU3MYLBAJ20	27	['B003Y3BEV4', 'B0014YJHNW']
ABJVOIY7LLOR3	1	['B00BRI4XR0']
ABJVOIY7LLOR3	8	['B0039YP2VG']
ABJVSQBJ4G438	1	['B00L3MNE2U']
ABJVSQBJ4G438	17	['B00KHADRZS']
ABKEWGJCEFQ4L	1	['B00B7OJ69E']
ABKEWGJCEFQ4L	12	['B00C19UTTU']
ABKEWGJCEFQ4L	26	['B00B7OJ69E']
ABKILNTC4KY6W	13	['B00I3ULVLQ']
ABKIQV4F7KVH4	1	['B0059DLLJC', 'B007F8XJMG']
ABKIQV4F7KVH4	12	['B006EC5X6O']
ABKOZWHMCLP46	22	['B000I8ACMU']
ABKOZWHMCLP46	9	['B0060BOYSM']
ABKR7RC02WQLU	1	['B0053VK1J6', 'B00507HY70']
ABKR7RC02WQLU	4	['B004COEDQM']
ABKTE34F2D5GB	1	['B001CL2CKW']
ABKTE34F2D5GB	12	['B001E8Q8XA']
ABKTE34F2D5GB	15	['B0013G8PTS']
ABKTE34F2D5GB	16	['B006UAOE42']
ABKTE34F2D5GB	34	['B0013G8PTS']
ABL0OVV8CVLMD	1	['B005SUHPO6']
ABL0OVV8CVLMD	12	['B006JB6XH8']
ABL0OVV8CVLMD	16	['B0074R0Z3O']
ABL2CBNEXEWU7	1	['B001EX6LJ6', 'B00993E7PI']
ABL2CBNEXEWU7	126	['B00EF1OGOG']
ABL2CBNEXEWU7	15	['B00EF1OGOG']
ABL2CBNEXEWU7	37	['B00EF1OGOG']
ABL2CBNEXEWU7	5	['B00EF1OGOG']
ABL90FBK8ZKJX	1	['B004XR915Q']
ABL90FBK8ZKJX	30	['B00FJ8WBJG']
ABL9P0HKQIAHO	5	['B009TCUPIC']
ABLOQZMM7JIFM	1	['B007HI5NXW']
ABLTF8NCSCA1H	0	['B008WFKT7E']
ABLTF8NCSCA1H	1	['B008WFKT7E']
ABM0Q995KC344	12	['B0085BD0Z8']
ABM5HWCBGP1JH	1	['B00B13HT90', 'B005SUHPO6']
ABM5HWCBGP1JH	26	['B0042DOOQ2']
ABMDSTY4MVR8S	1	['B006DQZKZK']
ABMF4UC4Z00NT	1	['B005R4L25G', 'B005WL40OE']
ABMF4UC4Z00NT	10	['B005YWIRBS']
ABMF4UC4Z00NT	13	['B005R4L3AA']
ABMF4UC4Z00NT	28	['B006E8MKZU']
ABMLG8XYV5ICE	25	['B007C5S3AU']
ABMNX856X89CS	1	['B00CC1G0JK', 'B00FH6QTJ8']
ABMNX856X89CS	15	['B00FH66AW4']
ABMNX856X89CS	6	['B003Z6QH44', 'B005OW4AWS']
ABMNX856X89CS	84	['B00FH66AW4']
ABMUKY58BBCRZ	1	['B00EKW33IU', 'B0059Z1W44']
ABMXL4QJSBJD3	6	['B0009B0IX4']
ABMXL4QJSBJD3	8	['B000T1RU3A']
ABN3R4S2DTLG1	1	['B001CEK1AM', 'B009B95E1G', 'B00617R4L4', 'B009B8ITH8']
ABNMD6670TV53	1	['B0094CX0OS', 'B0094CX0NO', 'B00BVY4HGM', 'B0042J8L1A']
ABNMD6670TV53	26	['B0094CX0NO']
ABNPEFLS6FZM6	4	['B003ZU5X36', 'B006JCQCK0']
ABO5DVEHM8TY6	1	['B00BYJXGP2']
ABO5DVEHM8TY6	13	['B00CXZHXTG']
ABO5DVEHM8TY6	30	['B00C6OLX8Q']
ABOB9M3J38PSS	1	['B00HANGW9I']
ABOB9M3J38PSS	13	['B00GY6X9RK', 'B00G26XWDI']
ABOCSOZ3MJYUH	1	['B005JHJH8U', 'B0059DLLJC', 'B006WU1IT4']
ABOTQXNUBA1MM	6	['B000GAO9T2']
ABP0DA3ZE2D4B	1	['B00BJN74OM', 'B0059DLLJC']
ABP0DA3ZE2D4B	16	['B00CUQJ6IE']
ABPENT262O4OC	12	['B006EC5X6O']
ABPENT262O4OC	28	['B00FM7R1WG']
ABPENT262O4OC	38	['B00FM7R1WG']
ABPVDD5870XRL	12	['B00A7HH04K']
ABPVDD5870XRL	13	['B00AMOAW4S', 'B00757ERD2']
ABPVDD5870XRL	21	['B008XAJRLC']
ABPVDD5870XRL	3	['B009E6THYG']
ABPX680DGJ5AA	1	['B005GL09CC', 'B00I3UWD7C']
ABPX680DGJ5AA	12	['B006JB6XH8']
ABQEDHBG91BBR	1	['B00GAQ8938', 'B004NR90RK']
ABQEDHBG91BBR	11	['B00GAQ8938']
ABQEDHBG91BBR	6	['B00BY5GVPI']
ABQMVBDVVWAHH	1	['B007F8XJMG', 'B006FZ1SVO', 'B00BJS9B98', 'B00JB0NZOS']
ABQMVBDVVWAHH	12	['B005NKOUGW']
ABQMVBDVVWAHH	27	['B004G1L52Q']
ABQUW06M1FZZA	1	['B004I53BOA']
ABQWMANK4AR63	1	['B00B087YQY', 'B00IPDRQWE']
ABQWMANK4AR63	12	['B009A51Y1U']
ABQWMANK4AR63	30	['B00HWEMZ1E']
ABQWMANK4AR63	6	['B00524U0WW']
ABR3WFNHG4122	15	['B00C40OG22']
ABR667MS8M3WP	1	['B004I8WH60', 'B009TW36W4']
ABR667MS8M3WP	32	['B004I8WH60']
ABRCMQ9PO4T73	1	['B00BSZZA3I', 'B00C3H8WLW']
ABRCMQ9PO4T73	10	['B006FTKM12', 'B00DZJSAVY']
ABRCMQ9PO4T73	15	['B00C40OG22']
ABRFGQHLC7J7M	1	['B004I8WD6E', 'B00EW4EC3G', 'B006SVFAYQ', 'B005VNJQHE']
ABRJZC4Y3AXPH	17	['B00FME4NAW']
ABRJZC4Y3AXPH	5	['B002D4IHYM', 'B00GH056V0']
ABRXQX2IZSDGK	1	['B00E24KTYM']
ABS419BEVI9D7	1	['B005FC0JRC']
ABS419BEVI9D7	27	['B005O5WSTW']
ABS9988MDVTYS	1	['B00CYHHDBG', 'B009B3TVX4', 'B009C45V54']
ABS9988MDVTYS	12	['B0094JBI86']
ABSVC63HVQ69M	12	['B00BQ3FZ9G', 'B00BY894GI']
ABSYIF0ONC2AF	2	['B00GLPYTCI']
ABSYIF0ONC2AF	6	['B000RUPEOA']
ABT2MW65MEVSJ	1	['B0085JRQIM']
ABT2MW65MEVSJ	23	['B0085JRQIM']
ABT4HN2ZX011M	1	['B009N5OX2E']
ABT4HN2ZX011M	12	['B003XNW7PM']
ABT4HN2ZX011M	31	['B00438AJLA']
ABT8W1CAXD7XX	18	['B004XZHY34']
ABT8W1CAXD7XX	47	['B004XZHY34']
ABT8W1CAXD7XX	51	['B004XZHY34']
ABT8W1CAXD7XX	64	['B004XZHY34']
ABT8W1CAXD7XX	7	['B004XZHY34']
ABT8W1CAXD7XX	89	['B004XZHY34']
ABTBQTN3LK0IS	12	['B009BBD8RG']
ABTBQTN3LK0IS	22	['B005NI7SMM']
ABTBQTN3LK0IS	3	['B005NBE75K']
ABUE0ALHKWKHC	1	['B00IY9K72K']
ABUE0ALHKWKHC	14	['B00COYOAYW']
ABUE0ALHKWKHC	17	['B00D64PN36']
ABUE0ALHKWKHC	23	['B00COYOAYW']
ABUE0ALHKWKHC	28	['B00COYOAYW']
ABUE0ALHKWKHC	5	['B00E327OIM']
ABUF6PYCYSHY9	1	['B0042TY68C']
ABV2PWXN41QYV	10	['B00DVBB0XQ']
ABV2PWXN41QYV	45	['B004Z8ZLOS']
ABVAJSEHX2COI	1	['B006M99D88']
ABVAJSEHX2COI	27	['B005YW2CP0']
ABVAJSEHX2COI	44	['B006M99D88']
ABVLIKBZYOE4F	17	['B00E2YI052']
ABVLIKBZYOE4F	5	['B00E2TT8W6']
ABVRBO6O6TOCY	1	['B004I8WD6E', 'B0098FKHBU', 'B0089F2ILM']
ABVYGB2TKBO8F	1	['B008H34ZQW']
ABVYGB2TKBO8F	12	['B006N1WN50', 'B00DEQ8DQA']
ABVYGB2TKBO8F	13	['B008CNZ8KY']
ABVYGB2TKBO8F	14	['B00COYOAYW']
ABVYGB2TKBO8F	15	['B0013G8PTS']
ABVYGB2TKBO8F	23	['B00COYOAYW', 'B00ET9XQQ8']
ABVYGB2TKBO8F	28	['B00COYOAYW', 'B00ET9XQQ8']
ABVYGB2TKBO8F	3	['B00352LV4E']
ABVYGB2TKBO8F	34	['B0013G8PTS']
ABW1LGKF1KIE2	1	['B005SUHPO6']
ABW2RYQ718C00	1	['B004TXRG4W', 'B009VUGH34']
ABW2RYQ718C00	13	['B00AMOAW4S']
ABW5V7IF2R2VL	30	['B00BW66QRW']
ABW5V7IF2R2VL	31	['B005IPL4BG']
ABW68OIWFRRGY	1	['B007BG49YO']
ABW68OIWFRRGY	3	['B007PYW7AU']
ABWHPF7SARP9W	1	['B0085JRQIM', 'B006HZLJNY']
ABWHPF7SARP9W	19	['B006HZLJNY']
ABWHPF7SARP9W	23	['B0085JRQIM', 'B006HZLJNY']
ABWOJ90XE69XF	1	['B008QT1STE']
ABWOJ90XE69XF	3	['B004TGZ6SW']
ABWUFVI5SJJ46	1	['B00ESWBMMG']
ABWUFVI5SJJ46	6	['B0030C4K8I', 'B000WJ8P38', 'B004CU1VW0']
ABX778SON7ZL7	1	['B006RBZ6LE', 'B008WGT8GQ']
ABX778SON7ZL7	12	['B007FIJ5WO']
ABX778SON7ZL7	33	['B005ZSVZRY']
ABX7Z7B2I3VGH	1	['B00DDVESKQ', 'B005VNK7T0', 'B009IFU5P8']
ABXANRX4GPYRZ	1	['B00F358AVI', 'B009ZT2C9Y']
ABXANRX4GPYRZ	10	['B00DKXXLNC']
ABXANRX4GPYRZ	15	['B000QGF8OQ', 'B0012J52OC', 'B001678KLC']
ABXANRX4GPYRZ	20	['B000TLVMMA']
ABXANRX4GPYRZ	28	['B005DTSBEU']
ABXANRX4GPYRZ	6	['B002D0ZN8Y', 'B005FKT6OG']
ABXLPEXMO94NW	1	['B006WC0U4G']
ABY2N6PSP2FFC	1	['B0095NKUN0', 'B0029XS0OO']
ABY2N6PSP2FFC	12	['B002BXPPBS']
ABY2N6PSP2FFC	5	['B003XIBJKG']
ABY421XP1UYCX	6	['B0009B0IX4']
ABYUNTRXBPEYG	1	['B005SUHRVC']
ABZOYSDBU40HI	10	['B00955OAG6']
AC05PF0AJDIH3	1	['B00EUWX01U', 'B006LFXEP6']
AC0J24YW9X2FO	1	['B005PVXKC4']
AC0J24YW9X2FO	6	['B0030C4K8I']
AC0JB9C0LBTYA	1	['B0058RWPTY', 'B006LFXEP6', 'B005DOTWSY']
AC0JT48Z75XYZ	1	['B009N5OX2E']
AC0JT48Z75XYZ	10	['B007JZGO6S']
AC0JT48Z75XYZ	27	['B007BCJKQA']
AC0OH3614E72A	1	['B00A21KPAC']
AC0OH3614E72A	20	['B004I58ZVY']
AC0OH3614E72A	32	['B00A21KPAC']
AC0T1I2AWE15U	1	['B009QW1MJQ']
AC0T1I2AWE15U	31	['B009GXABJ2']
AC0W18FNDWP01	1	['B006B2VL5O']
AC11KFRLDIVLK	1	['B00713P0BS']
AC11KFRLDIVLK	15	['B006YCORR0']
AC197368VFV1Z	12	['B00818EQ1M']
AC197368VFV1Z	17	['B0067UPRQ4']
AC197368VFV1Z	5	['B0067UPRQ4']
AC1X7ZU890TLI	12	['B0085BD0Z8']
AC1X7ZU890TLI	25	['B004PYEEZO']
AC1YLEFC9AN5X	1	['B00ESJGILE']
AC1YLEFC9AN5X	16	['B001SEAOC6']
AC1YLEFC9AN5X	31	['B002M3TLLC']
AC1YLEFC9AN5X	6	['B00524U0WW', 'B001GD87QO']
AC21HI9A2NQC7	1	['B00974L0EA', 'B00A87K5SW', 'B009WDWBH6', 'B005SUHPO6']
AC21HI9A2NQC7	23	['B00974L0EA']
AC2614UJ487HP	15	['B00H5I8MNM']
AC2614UJ487HP	3	['B007C8XRJY']
AC2614UJ487HP	31	['B006GBU0SO']
AC2O78WMS3P3N	1	['B00939905K']
AC2O78WMS3P3N	17	['B005DGX95E']
AC39SX1SIVRNR	1	['B008QT1STE', 'B006HDD56U']
AC39SX1SIVRNR	12	['B00FCE5996']
AC3GN0P2L55ME	12	['B004LPSDUY']
AC3MQRD5MGTQB	1	['B00KB9AWEE', 'B00I8Q490A']
AC3VHAO5ZVJTF	1	['B007J7IKVI', 'B006J1K3AG', 'B00AH81YQE', 'B005EGD2AU', 'B007IOCEQY', 'B0090ZRRUW', 'B006FORO5E']
AC3XDOBYY0VAE	1	['B00871Q5PI']
AC3XDOBYY0VAE	12	['B0084F4HY8']
AC3XDOBYY0VAE	13	['B008GYN8R4']
AC43EVXCHVOA7	1	['B00BYJXGP2']
AC43EVXCHVOA7	13	['B00CNU3H28']
AC43EVXCHVOA7	3	['B00B26ZSL2']
AC43TPZUOAZX2	1	['B0043GWE1A', 'B0042TY68C']
AC43TPZUOAZX2	12	['B003QUQ2DA', 'B003RDV0VU']
AC43TPZUOAZX2	3	['B004W05YA0']
AC44MP5ZWJGE2	1	['B005ZA8RMS', 'B0043GB2PO']
AC4A4QXXRDYEF	12	['B005O50PPG']
AC4A4QXXRDYEF	22	['B005UPQF0E']
AC4H6TDSOSLA3	1	['B00ESYNN80']
AC4H6TDSOSLA3	30	['B00EKT6JD4']
AC4H6TDSOSLA3	32	['B00ESYNN80']
AC4NCW2Q52S1D	15	['B003UC93WQ']
AC4NCW2Q52S1D	4	['B00C0NGTIW']
AC52O5LG6FA0T	1	['B00BYJXGP2']
AC57B74UCA6EB	1	['B0045IQKQQ']
AC57B74UCA6EB	12	['B003ZNNCJU']
AC57B74UCA6EB	16	['B004B9QNJS']
AC5GLGVJXDEFV	1	['B00AHSWET0']
AC5GLGVJXDEFV	11	['B00AHSWET0']
AC5Z5LRB3KDR8	22	['B003JT6TIQ']
AC5Z5LRB3KDR8	25	['B004X2623U']
AC677ZU1Y2TIJ	1	['B008LFTCAK']
AC677ZU1Y2TIJ	12	['B008LFTCAK']
AC677ZU1Y2TIJ	13	['B008QBFD2K']
AC677ZU1Y2TIJ	3	['B005CRPU74', 'B008EGWWPS']
AC67Q0LJM1LC0	15	['B0013G8PTS']
AC67Q0LJM1LC0	34	['B0013G8PTS']
AC68406FYIMB5	12	['B003RDV0VU']
AC6HZCINM3M73	1	['B005JHIYLG']
AC6LV5D2RKTIR	1	['B00IPWL1FI']
AC6LV5D2RKTIR	19	['B00IPWL1FI']
AC6W4EP3WPL7R	1	['B00530RXP2', 'B00974L0EA']
AC6W4EP3WPL7R	23	['B00974L0EA']
AC7DPAROTSEKV	1	['B005SUHRVC', 'B007D6J64K', 'B00BFNEQO2', 'B005SUHPO6']
AC7E3KALHS1WY	1	['B009K6W39G', 'B00AB3FV1E', 'B009ANUM9C', 'B0093IHYRC', 'B009HJUQ7M', 'B009WDWBH6']
AC7E3KALHS1WY	11	['B0093IHYRC']
AC7E3KALHS1WY	23	['B0093IHYRC']
AC7J8ZLWJIKNS	1	['B00EVBJWQC']
AC7J8ZLWJIKNS	6	['B007L5NKZO']
AC7PBT6ZF1YQ6	1	['B00CKT0RM0', 'B00CKX9Q4Q']
AC7PBT6ZF1YQ6	12	['B00C5SMPA8']
AC7QL9AEK8QVL	20	['B009QTVG4K']
AC81PH1UPPJZQ	1	['B009RI0C9A']
AC81PH1UPPJZQ	10	['B00AI6BFYQ']
AC84VPM3281GV	12	['B006JB6XH8']
AC84VPM3281GV	13	['B008QBFD2K']
AC85B898S552I	27	['B00FA892IS']
AC8C9PT59CDW1	10	['B001UC9NOQ']
AC8C9PT59CDW1	16	['B001MRZY3S']
AC8I92Y7BIP4R	1	['B008AKKLP6']
AC8J4CVKTJX29	1	['B007Y6YRIO']
AC911DUZUKPK7	27	['B004G1L52Q', 'B007PSPQ7W']
AC922QV2PKD1K	6	['B0092KJ9BU']
AC9HFBBRLIC	1	['B00FJJ38HY']
AC9QEWWN4W9MC	1	['B0099YAY3G', 'B000LJU5E6']
AC9QEWWN4W9MC	12	['B009EA548U', 'B00BQM36XE']
AC9QEWWN4W9MC	17	['B00BUUBCCE']
AC9QEWWN4W9MC	5	['B00J037O7A', 'B00DWKK6PE']
AC9USRFQC0CAR	1	['B00G9WEGM6']
AC9USRFQC0CAR	15	['B00C40OG22']
AC9USRFQC0CAR	23	['B00F3J2KJW']
AC9WM6KUNDL4A	1	['B008LFTCAK']
AC9WM6KUNDL4A	12	['B008LFTCAK']
AC9WW1XQYRZWB	12	['B0044ULDTE']
AC9WW1XQYRZWB	17	['B003ZWVVIU']
ACA0VTA4HXZNM	1	['B0093CDLM0', 'B003ZHPWKS']
ACA0VTA4HXZNM	12	['B003RZTCWC']
ACA6KV4FTKABH	1	['B00FJJ38HY', 'B001PBWNOY']
ACABASI09QB47	1	['B00E486Q9I']
ACAEF8DB5RHPL	1	['B00BYJXGP2']
ACAEF8DB5RHPL	16	['B00332YPHQ', 'B004WJURQ2']
ACAFJKG28VHPJ	10	['B004T0GHOU']
ACAYA6LS6GQYB	1	['B009M5J9HY']
ACB4FI70KT968	1	['B00AFO2BX0']
ACB4FI70KT968	26	['B00AFO2BX0', 'B003ZJGZ8O']
ACB5WZXFZZTVT	12	['B0044IK8VU']
ACB5WZXFZZTVT	15	['B00C40OG22']
ACB85Z7MMFWMY	1	['B007RQJXB2', 'B0056AWLQ0']
ACB8VAFTODRKF	1	['B00A1UQD28']
ACB8VAFTODRKF	12	['B00DHVYDFM']
ACBC2RLBM3OA3	1	['B00BRI4XR0', 'B00BJS9B98']
ACBFGAS94EYKM	15	['B00A9PO5AM']
ACBFGAS94EYKM	27	['B005C31G1W']
ACBFGAS94EYKM	47	['B004EHZUYG']
ACBFGAS94EYKM	8	['B004EHZUYG']
ACBJS4RMEAJJ6	12	['B00G7UY62K', 'B006KAKZTK']
ACBWPUNYF6FJL	1	['B009XFDV8G', 'B009IFU5P8']
ACBWPUNYF6FJL	12	['B00550DA5C']
ACBX38ADNVY54	1	['B005SSQNXC']
ACBX38ADNVY54	12	['B005DPEFR6', 'B00DPIKL5S']
ACBX38ADNVY54	22	['B0064R6VWO', 'B005E06WE4']
ACBX3JQ9Z1KU8	1	['B009LY0LJQ']
ACBX3JQ9Z1KU8	12	['B00IKRHCCY']
ACBX3JQ9Z1KU8	15	['B005K7192G']
ACBX3JQ9Z1KU8	37	['B005K7192G']
ACBX3JQ9Z1KU8	5	['B005K7192G']
ACCHK5E6B1SU1	1	['B008YSTBBO', 'B006ONLX6M', 'B006HDABKI']
ACCRTG2GO2ZAU	1	['B005C3CSXC', 'B00A6THJ04']
ACD5E7BXLBH21	1	['B00CEMEV1Q']
ACD5E7BXLBH21	12	['B00GXOT1KC', 'B00IKRHCCY']
ACD6N5D1Q9KSD	1	['B0091V7Y30']
ACD6N5D1Q9KSD	3	['B006QY538I']
ACDBK03GSZG18	1	['B00DT346XM']
ACDHXI72HS6AR	1	['B00EX9J9DI']
ACDMKJ1QK3CS8	1	['B00993E7PI', 'B004D39KMY', 'B00BWE8CWQ', 'B00ANALDWQ']
ACDMKJ1QK3CS8	20	['B009B9YWB4']
ACDOIHEAHSYK7	1	['B006HDA9FA', 'B004I55OTA', 'B00871Q5PI', 'B006JW37K8']
ACDOIHEAHSYK7	47	['B005J2NHD6']
ACDRKFE0BUQBQ	12	['B00A7OBUOE']
ACDRKX19BKJ0T	12	['B0012R6XRY']
ACDXQGYC6FZGX	22	['B0098T62GA']
ACE395CS1MGJT	1	['B00F3KP156']
ACE395CS1MGJT	12	['B00F4A8FQM']
ACE395CS1MGJT	14	['B00F4A8FQM']
ACE395CS1MGJT	3	['B00F3583S8']
ACE395CS1MGJT	30	['B00F2SKPIM']
ACE4FHIXM503M	1	['B00AA81MHC']
ACE4FHIXM503M	12	['B005HMS2XI']
ACE4FHIXM503M	35	['B00AMT7DCC']
ACE8UPXHT6N8I	1	['B00CI8PTNA']
ACE8UPXHT6N8I	64	['B0027FFZEW']
ACEB83MWVDWLB	15	['B00GN1YKBU']
ACEK2H3JJRN7B	1	['B00A9LVA0Y']
ACEQPY1EB6JFX	12	['B004FSKVIE']
ACEZ058TRF05N	1	['B008VU7YA0']
ACEZ058TRF05N	12	['B0099RX1MO']
ACF9QHVMG6FZ5	1	['B004WIQW3U', 'B00EPMOIKC']
ACF9QHVMG6FZ5	23	['B004WIQW3U']
ACF9QHVMG6FZ5	30	['B00EZW9UXW']
ACFI42JJ2F2PY	1	['B0059DLL8I', 'B00CE3LM26', 'B00CBAP4TO']
ACG51N4L4KRYP	1	['B0059DLLJC']
ACG51N4L4KRYP	10	['B0095VIIKO']
ACG5S8DDRCBXK	1	['B00AK95F56']
ACG5S8DDRCBXK	11	['B00AK95F56']
ACG5S8DDRCBXK	5	['B005H628GG']
ACGBJPEZC9VRL	1	['B00FZ14E3S', 'B004KT4B8O']
ACGBJPEZC9VRL	15	['B005LFXBJG']
ACGINGBXAPRPP	1	['B00AAT27SY', 'B0091MFEQ8']
ACGINGBXAPRPP	12	['B004A80KXK']
ACGQUYBG0GKM6	1	['B0098FKHBU', 'B00BYJXGP2']
ACH2M51ZO84T8	1	['B007BG49YO']
ACH2M51ZO84T8	13	['B00CNU3H28']
ACH2M51ZO84T8	27	['B002YESWOQ']
ACH7FV4G145JG	1	['B009C9CG3E']
ACH7FV4G145JG	12	['B0092QSQ3Q']
ACH7FV4G145JG	26	['B0095Z6YSS']
ACHCMKS9A34AE	1	['B005SUHRVC']
ACHMAK6A8MHH	1	['B00BW6GH76', 'B00BUIG6OK', 'B00CN7USNW']
ACHMAK6A8MHH	11	['B00CN7USNW']
ACHMAK6A8MHH	12	['B0084F4HY8']
ACHMAK6A8MHH	30	['B0061R2A1S']
ACHMMTLFPH6DU	1	['B005MGUTW6', 'B004XR915Q']
ACHNLR5JAN88O	1	['B005SRRZ80', 'B00400VOJ2', 'B006USG7ZI', 'B006HDABKI']
ACHNLR5JAN88O	11	['B005SRRZ80']
ACHNLR5JAN88O	17	['B004YTKQBQ']
ACHNLR5JAN88O	25	['B004SK71C8']
ACHTDPEQYSEQL	6	['B004KPLA9Q']
ACHUIXNSC0FMH	1	['B005VOFNHA', 'B005YTPEEO', 'B005TJ6EUW']
ACHUIXNSC0FMH	31	['B0068XRYTI']
ACHUZO4V8X3M5	0	['B00HH7MAUW']
ACHUZO4V8X3M5	27	['B0099RGRT8']
ACHUZO4V8X3M5	37	['B005NF5NTK']
ACHUZO4V8X3M5	5	['B005NF5NTK']
ACICUJWBWZHCI	135	['B00511PS3C']
ACICUJWBWZHCI	137	['B00511PS3C']
ACICUJWBWZHCI	17	['B00511PS3C']
ACICUJWBWZHCI	37	['B00511PS3C']
ACIJCKBI2PKRB	1	['B005DPSQP8']
ACIJCKBI2PKRB	2	['B001AY3IJA']
ACIJCKBI2PKRB	64	['B0027FFZEW']
ACINEJJM8E0D4	0	['B00BU955HI']
ACINEJJM8E0D4	12	['B00IP1IOUE', 'B00DXGX5RI']
ACINEJJM8E0D4	31	['B00BU955HI']
ACINEJJM8E0D4	5	['B00BU955HI']
ACIOA70139E0P	12	['B001U3O1ZG']
ACIOA70139E0P	25	['B001P3R8KQ']
ACJ7G5LEGWSBU	13	['B007NFJN0I']
ACJ7QZW9RAFSY	1	['B004VNJJKO', 'B0090YGJ4I']
ACJ7QZW9RAFSY	10	['B00FQPGAHG']
ACJ7QZW9RAFSY	4	['B002VDSZII']
ACJ8QSHKW3ZBF	1	['B00CJFXXEE']
ACJBHSGLF7G5G	1	['B007CA38J6']
ACJBHSGLF7G5G	13	['B008BAUKSI']
ACJBHSGLF7G5G	16	['B0090AAOUW']
ACJPZ6STNVUZL	1	['B00D31QF1Q', 'B00AIT3MC6']
ACJT8MUC0LRF0	1	['B00HZWJGS8', 'B00AEEQPN8', 'B009X9ZBRQ', 'B00JZTI6MQ']
ACJT8MUC0LRF0	11	['B00A44OEYU']
ACJT8MUC0LRF0	15	['B00HZWJGS8', 'B009SAG02A', 'B00F7ALJTY', 'B00IMZKDOS']
ACJT8MUC0LRF0	17	['B00GFF45KK', 'B00BWUXP9K']
ACJT8MUC0LRF0	23	['B00FZUM01W']
ACJT8MUC0LRF0	27	['B00HUEJ25I', 'B00CJCKIXG', 'B00FXSU43W', 'B00AA1PQNA']
ACJT8MUC0LRF0	3	['B00HVJL4Y4']
ACJT8MUC0LRF0	31	['B00B9PBE1Y']
ACJT8MUC0LRF0	37	['B00HZWJGS8', 'B00IMZKDOS']
ACJT8MUC0LRF0	5	['B00E2TT8W6', 'B002D4IHYM', 'B00B4FG068', 'B007ZQJ5XU', 'B00CR49N3C', 'B00DHEHC3E', 'B00BAKY5YG', 'B00IMZKDOS', 'B00BB5GQRE', 'B00DHEE0ZW', 'B00E327OIM']
ACJT8MUC0LRF0	6	['B0049SKHYS']
ACK82089XM40O	1	['B00BITDJLE']
ACK82089XM40O	13	['B00C0Q79CY']
ACKJV1QMFQS4A	1	['B00IVTLVTG']
ACKJV1QMFQS4A	10	['B00IK5CZHI']
ACL449KV2U6UC	1	['B003YTUVMQ']
ACL449KV2U6UC	23	['B004B8ECR4']
ACL449KV2U6UC	26	['B003ZJGZ8O']
ACL5K2BQU9MNP	10	['B00HDQD40M', 'B00IVTES3C']
ACL5K2BQU9MNP	12	['B009KA79BO', 'B009CE526W', 'B00ABBZNPA']
ACLAWS1EUKCZ0	1	['B00891DQSK']
ACLDFHTZC4FNW	12	['B008DC76AE']
ACLDHP798WX9A	1	['B0095DUI3C', 'B008LFTCAK']
ACLDHP798WX9A	12	['B008LFTCAK']
ACLQGDXUW1V8H	12	['B00F4A8FQM']
ACLQGDXUW1V8H	14	['B00F4A8FQM']
ACM5H2W3D0C2X	1	['B005YFE8AY', 'B0059DLLJC']
ACM5H2W3D0C2X	9	['B005VNKB7S']
ACM8VDN729E8F	1	['B00AUDSY0K']
ACM8VDN729E8F	28	['B005DTSBEU', 'B004LJ8N78']
ACM8VDN729E8F	38	['B004LJ8N78']
ACM9IZX0BJMLG	1	['B00AOCSFYC']
ACM9IZX0BJMLG	31	['B00C4CVT7A']
ACMD4QO8G9PX4	1	['B00846V35I']
ACMD4QO8G9PX4	32	['B00846V35I']
ACMFY45SQDTLP	1	['B006X1FZXC', 'B0075VZ4BW']
ACMFY45SQDTLP	31	['B005LBEA6I', 'B005F9W6DU']
ACMH3L7FYLQQC	1	['B006LFXEP6', 'B0052QRMG2', 'B006T8HY7E']
ACMIFRVIGGNTI	12	['B00DHOLQE0']
ACMQ65JXX6Q9I	1	['B004W3PPEW', 'B005LPGV70']
ACMQ65JXX6Q9I	26	['B005VNJHSW']
ACMXAU1DMYGLS	5	['B00GH0JXAK', 'B00HCMZUZE']
ACN8ZD42JLUEW	0	['B00DRSHGTU']
ACN8ZD42JLUEW	1	['B00AB7SXNI', 'B00DRSHGTU', 'B00DCIZJ5S']
ACN8ZD42JLUEW	12	['B00BMIG4CC']
ACN8ZD42JLUEW	5	['B00DRSHGTU']
ACNWAC6L4RE9H	1	['B0089I25YO']
